trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
581,False,"{'a': 0.4189999999999995, 'e': 0.002911039250250783}",30,18,25.2971009481382,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.4179999999999995, 'e': 0.0028819288577482754}",25,15,19.627107238961983,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.4169999999999995, 'e': 0.0028531095691707925}",25,15,23.485345840556363,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.4159999999999995, 'e': 0.0028245784734790844}",25,7,31.568308322278725,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.4149999999999995, 'e': 0.0027963326887442937}",25,18,17.096322472995684,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.4139999999999995, 'e': 0.0027683693618568506}",20,13,13.80488587592441,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.4129999999999995, 'e': 0.002740685668238282}",20,13,13.93533292441222,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.4119999999999995, 'e': 0.0027132788115558993}",20,1,27.78639865946382,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.4109999999999995, 'e': 0.0026861460234403403}",20,12,15.687757955426743,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.4099999999999995, 'e': 0.002659284563205937}",30,11,37.55509119679772,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.4089999999999995, 'e': 0.0026326917175738774}",25,14,23.728062085365504,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.4079999999999995, 'e': 0.0026063648003981387}",20,8,25.41507550725638,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.4069999999999995, 'e': 0.0025803011523941573}",30,6,39.1264331045707,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.4059999999999995, 'e': 0.0025544981408702158}",20,0,33.968270657323394,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
595,False,"{'a': 0.40499999999999947, 'e': 0.0025289531594615135}",20,5,22.031227259193916,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.40399999999999947, 'e': 0.0025036636278668984}",35,22,25.066995955372274,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.40299999999999947, 'e': 0.0024786269915882293}",25,18,13.970135897686008,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.40199999999999947, 'e': 0.002453840721672347}",20,2,29.200709771249922,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.40099999999999947, 'e': 0.0024293023144556234}",20,10,19.072834933065096,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.39999999999999947, 'e': 0.0024050092913110673}",20,8,17.139687866755313,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.39899999999999947, 'e': 0.0023809591983979567}",20,11,18.979988234564214,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.39799999999999947, 'e': 0.002357149606413977}",20,12,13.624741223731338,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.39699999999999946, 'e': 0.002333578110349837}",25,17,14.578216579527393,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.39599999999999946, 'e': 0.0023102423292463386}",20,12,12.320899537223331,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.39499999999999946, 'e': 0.0022871399059538754}",20,9,18.493017148098858,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.39399999999999946, 'e': 0.0022642685068943367}",25,13,22.059634192028362,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.39299999999999946, 'e': 0.002241625821825393}",20,13,12.65653778226975,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.39199999999999946, 'e': 0.0022192095636071395}",25,2,39.32654132814367,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.39099999999999946, 'e': 0.002197017467971068}",20,12,17.01506161582673,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.38999999999999946, 'e': 0.002175047293291357}",20,10,16.86167752412355,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.38899999999999946, 'e': 0.002153296820358444}",20,12,14.062846405795641,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.38799999999999946, 'e': 0.0021317638521548593}",30,16,25.664593307104216,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.38699999999999946, 'e': 0.0021104462136333105}",30,15,29.325479149449954,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.38599999999999945, 'e': 0.0020893417514969773}",20,12,15.134526346629258,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.38499999999999945, 'e': 0.0020684483339820075}",20,12,16.603404885319975,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.38399999999999945, 'e': 0.0020477638506421875}",30,7,42.795436687799395,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.38299999999999945, 'e': 0.0020272862121357657}",30,22,14.762549359309949,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.38199999999999945, 'e': 0.002007013350014408}",30,16,27.32750981248103,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.38099999999999945, 'e': 0.0019869432165142637}",25,8,30.753191349018593,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.37999999999999945, 'e': 0.001967073784349121}",25,15,18.347194092998155,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.37899999999999945, 'e': 0.00194740304650563}",20,5,25.806157493745506,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.37799999999999945, 'e': 0.0019279290160405737}",20,15,6.6896784909205955,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.37699999999999945, 'e': 0.001908649725880168}",30,18,24.35656676098453,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.37599999999999945, 'e': 0.0018895632286213661}",30,16,26.345295156791718,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.37499999999999944, 'e': 0.0018706675963351526}",25,12,25.237214351069788,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.37399999999999944, 'e': 0.001851960920371801}",20,6,19.4754396027466,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.37299999999999944, 'e': 0.001833441311168083}",20,14,9.466644682061425,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.37199999999999944, 'e': 0.0018151068980564022}",20,2,33.22436806487528,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.37099999999999944, 'e': 0.001796955829075838}",30,16,27.344808841365,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.36999999999999944, 'e': 0.0017789862707850797}",20,2,27.26610689441925,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.36899999999999944, 'e': 0.001761196408077229}",20,9,17.44964236091434,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.36799999999999944, 'e': 0.0017435844439964566}",25,10,30.096525207731684,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.36699999999999944, 'e': 0.001726148599556492}",20,13,14.269093414798489,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.36599999999999944, 'e': 0.001708887113560927}",25,3,31.618001330996663,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.36499999999999944, 'e': 0.0016917982424253177}",20,16,9.64055586497664,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.36399999999999944, 'e': 0.0016748802600010646}",25,17,14.841168828982651,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.36299999999999943, 'e': 0.0016581314574010539}",30,15,30.40877480549422,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.36199999999999943, 'e': 0.0016415501428270432}",30,16,23.116221286627187,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.36099999999999943, 'e': 0.001625134641398773}",25,11,28.94871689586456,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.35999999999999943, 'e': 0.001608883294984785}",25,0,41.07291541316376,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
641,False,"{'a': 0.35899999999999943, 'e': 0.0015927944620349372}",20,13,8.688752330259168,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.35799999999999943, 'e': 0.0015768665174145879}",20,14,9.03216375874499,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.35699999999999943, 'e': 0.001561097852240442}",30,17,24.924500541321382,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.35599999999999943, 'e': 0.0015454868737180376}",25,18,14.46055641259111,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.3549999999999994, 'e': 0.001530032004980857}",20,9,20.546158613103454,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.3539999999999994, 'e': 0.0015147316849310486}",20,12,15.344857296664111,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.3529999999999994, 'e': 0.001499584368081738}",25,19,13.44744308306769,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.3519999999999994, 'e': 0.0014845885244009207}",30,0,44.95267256908488,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
649,False,"{'a': 0.3509999999999994, 'e': 0.0014697426391569114}",20,14,11.216238972390178,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.3499999999999994, 'e': 0.0014550452127653423}",25,5,28.944939830889915,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.3489999999999994, 'e': 0.001440494760637689}",25,13,22.779667723382268,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.3479999999999994, 'e': 0.001426089813031312}",25,4,35.244867549659155,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.3469999999999994, 'e': 0.0014118289149009989}",20,10,16.436030118195056,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.3459999999999994, 'e': 0.001397710625751989}",20,10,17.47667052290105,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.3449999999999994, 'e': 0.001383733519494469}",25,8,33.852234725678734,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.3439999999999994, 'e': 0.0013698961842995242}",20,12,16.847985622199044,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.3429999999999994, 'e': 0.001356197222456529}",25,16,20.19284185935654,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.3419999999999994, 'e': 0.0013426352502319636}",30,8,36.960107680899156,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.3409999999999994, 'e': 0.001329208897729644}",25,0,40.1760222091064,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
660,False,"{'a': 0.3399999999999994, 'e': 0.0013159168087523475}",20,10,15.183758488509271,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.3389999999999994, 'e': 0.0013027576406648242}",20,15,6.653726113085558,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.3379999999999994, 'e': 0.0012897300642581758}",20,6,22.96443316930592,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.3369999999999994, 'e': 0.001276832763615594}",25,10,25.85007541984133,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.3359999999999994, 'e': 0.0012640644359794382}",20,8,23.727963811814256,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.3349999999999994, 'e': 0.0012514237916196437}",20,14,9.980840859796247,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.3339999999999994, 'e': 0.0012389095537034473}",25,13,24.998136675196157,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.3329999999999994, 'e': 0.0012265204581664128}",20,3,25.941423223147204,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.3319999999999994, 'e': 0.0012142552535847487}",20,7,19.331744720298868,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.3309999999999994, 'e': 0.0012021127010489012}",25,17,14.564437426809818,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.3299999999999994, 'e': 0.0011900915740384122}",20,11,17.263061800085097,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.3289999999999994, 'e': 0.001178190658298028}",25,8,30.76702455050407,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.3279999999999994, 'e': 0.0011664087517150477}",30,16,28.42977258187572,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.3269999999999994, 'e': 0.0011547446641978973}",20,8,20.289724779710735,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.3259999999999994, 'e': 0.0011431972175559183}",20,15,10.151362010645474,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.3249999999999994, 'e': 0.0011317652453803591}",20,12,14.441099641300296,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.3239999999999994, 'e': 0.0011204475929265554}",25,13,22.505909075277813,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.3229999999999994, 'e': 0.0011092431169972899}",30,13,28.414972042569328,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.3219999999999994, 'e': 0.001098150685827317}",30,16,25.636414948834776,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.3209999999999994, 'e': 0.0010871691789690438}",25,10,26.366930978349107,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.3199999999999994, 'e': 0.0010762974871793534}",20,12,18.152736061959235,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.3189999999999994, 'e': 0.0010655345123075598}",20,6,25.846247846999127,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.3179999999999994, 'e': 0.0010548791671844842}",20,13,16.417189707574856,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.3169999999999994, 'e': 0.0010443303755126394}",30,19,18.79153465043616,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.3159999999999994, 'e': 0.001033887071757513}",30,18,23.838542522086893,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.3149999999999994, 'e': 0.0010235482010399377}",30,18,22.919246402341702,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.3139999999999994, 'e': 0.0010133127190295385}",20,11,16.140075679321278,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.3129999999999994, 'e': 0.001003179591839243}",30,17,23.222657697369737,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.3119999999999994, 'e': 0.0009931477959208507}",25,17,13.443500903374506,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.3109999999999994, 'e': 0.0009832163179616421}",20,9,22.719633998276944,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.3099999999999994, 'e': 0.0009733841547820256}",35,22,26.207068412084414,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.3089999999999994, 'e': 0.0009636503132342054}",25,16,18.721892138871954,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.3079999999999994, 'e': 0.0009540138101018634}",20,16,8.976300087755783,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.3069999999999994, 'e': 0.0009444736720008447}",25,9,27.56480351797401,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.3059999999999994, 'e': 0.0009350289352808363}",20,10,15.972129086689375,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.3049999999999994, 'e': 0.0009256786459280278}",25,12,27.279746069861336,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.3039999999999994, 'e': 0.0009164218594687476}",25,0,40.308959728591205,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
9,True,"{'a': 0.3029999999999994, 'e': 0.0009072576408740601}",20,0,35.75581498864205,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
10,True,"{'a': 0.3019999999999994, 'e': 0.0008981850644653195}",20,0,28.92692659932166,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
11,True,"{'a': 0.3009999999999994, 'e': 0.0008892032138206663}",20,13,14.277698271470026,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.2999999999999994, 'e': 0.0008803111816824596}",20,13,12.434742826210712,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.2989999999999994, 'e': 0.000871508069865635}",30,18,24.197527507148575,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.2979999999999994, 'e': 0.0008627929891669787}",25,13,22.716202800409924,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.2969999999999994, 'e': 0.0008541650592753089}",20,10,19.29230993143016,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.2959999999999994, 'e': 0.0008456234086825558}",20,14,11.993766850650712,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.2949999999999994, 'e': 0.0008371671745957302}",20,16,8.379878880269878,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.2939999999999994, 'e': 0.0008287955028497729}",20,0,33.630567994092104,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
19,True,"{'a': 0.29299999999999937, 'e': 0.0008205075478212752}",25,11,26.340286603245737,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.29199999999999937, 'e': 0.0008123024723430624}",30,18,24.197410230848426,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0.29099999999999937, 'e': 0.0008041794476196318}",20,10,21.3466049047219,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0.28999999999999937, 'e': 0.0007961376531434354}",20,3,28.126637486272816,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0.28899999999999937, 'e': 0.0007881762766120011}",25,8,27.41196606318887,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0.28799999999999937, 'e': 0.000780294513845881}",20,10,13.123578391186074,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0.28699999999999937, 'e': 0.0007724915687074222}",25,11,22.00045236654838,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0.28599999999999937, 'e': 0.000764766653020348}",20,2,30.745041901192668,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0.28499999999999936, 'e': 0.0007571189864901445}",20,12,13.749131488321797,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0.28399999999999936, 'e': 0.000749547796625243}",20,6,23.794495712559126,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0.28299999999999936, 'e': 0.0007420523186589907}",25,3,39.866343157918756,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0.28199999999999936, 'e': 0.0007346317954724008}",20,8,21.929470921349395,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0.28099999999999936, 'e': 0.0007272854775176767}",20,16,7.600103859538936,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0.27999999999999936, 'e': 0.0007200126227424999}",20,16,7.384108418870311,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0.27899999999999936, 'e': 0.0007128124965150749}",25,9,25.314592351065247,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0.27799999999999936, 'e': 0.0007056843715499241}",20,11,18.70911680104804,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0.27699999999999936, 'e': 0.0006986275278344249}",25,11,24.331138748333736,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0.27599999999999936, 'e': 0.0006916412525560807}",30,8,37.09875597002921,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0.27499999999999936, 'e': 0.0006847248400305198}",35,5,50.32044016078109,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0.27399999999999936, 'e': 0.0006778775916302147}",25,18,13.019482296757717,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0.27299999999999935, 'e': 0.0006710988157139125}",20,5,25.945939646733077,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0.27199999999999935, 'e': 0.0006643878275567733}",25,10,27.734486902471133,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0.27099999999999935, 'e': 0.0006577439492812056}",25,15,21.200594401083148,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0.26999999999999935, 'e': 0.0006511665097883936}",20,10,19.3942286598742,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0.26899999999999935, 'e': 0.0006446548446905096}",20,7,26.421086676319504,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0.26799999999999935, 'e': 0.0006382082962436045}",20,7,23.49435935242201,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0.26699999999999935, 'e': 0.0006318262132811685}",25,11,23.8559776715619,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0.26599999999999935, 'e': 0.0006255079511483568}",20,11,16.84205438278496,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0.26499999999999935, 'e': 0.0006192528716368732}",20,13,12.278682843080457,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0.26399999999999935, 'e': 0.0006130603429205045}",20,13,11.360787781130885,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0.26299999999999935, 'e': 0.0006069297394912994}",25,7,31.252666783250156,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0.26199999999999934, 'e': 0.0006008604420963865}",25,20,9.618330838784265,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0.26099999999999934, 'e': 0.0005948518376754226}",30,18,22.75625184313178,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0.25999999999999934, 'e': 0.0005889033192986683}",20,13,13.273880393478166,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0.25899999999999934, 'e': 0.0005830142861056817}",20,8,23.771310074740487,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0.25799999999999934, 'e': 0.0005771841432446248}",25,18,14.531484626999973,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0.25699999999999934, 'e': 0.0005714123018121785}",20,16,7.612211562018295,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0.25599999999999934, 'e': 0.0005656981787940568}",25,13,22.209549790494012,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0.25499999999999934, 'e': 0.0005600411970061162}",30,10,38.64158833965224,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0.25399999999999934, 'e': 0.000554440785036055}",30,0,50.502464649042096,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
59,True,"{'a': 0.25299999999999934, 'e': 0.0005488963771856945}",25,13,24.698982754371812,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'a': 0.25199999999999934, 'e': 0.0005434074134138375}",20,9,21.092300461082374,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0.25099999999999933, 'e': 0.0005379733392796991}",20,12,16.24129633708514,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0.24999999999999933, 'e': 0.0005325936058869021}",20,2,30.558954040130057,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0.24899999999999933, 'e': 0.0005272676698280331}",25,17,13.788135330861003,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0.24799999999999933, 'e': 0.0005219949931297528}",30,20,16.898850950551644,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
