trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
13,False,"{'a': 0.3, 'e': 0.34999999999999964}",25,0,-27.661385425568962,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
14,False,"{'a': 0.3, 'e': 0.29999999999999966}",25,0,-153.7125555376768,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 4}",0
15,False,"{'a': 0.3, 'e': 0.24999999999999967}",35,13,-26.917745964611388,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",1
16,False,"{'a': 0.3, 'e': 0.19999999999999968}",30,0,32.41428026826323,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
17,False,"{'a': 0.3, 'e': 0.1499999999999997}",35,25,17.041560240402212,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,False,"{'a': 0.3, 'e': 0.09999999999999969}",20,15,-4.300151145382155,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
19,False,"{'a': 0.3, 'e': 0.049999999999999684}",20,0,12.95533522669918,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
20,False,"{'a': 0.3, 'e': -3.191891195797325e-16}",20,5,2.826649313664295,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1,True,"{'a': 0.3, 'e': -0.05000000000000032}",30,0,20.057801045663048,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
2,True,"{'a': 0.3, 'e': -0.10000000000000032}",20,11,13.982198216346484,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.3, 'e': -0.15000000000000033}",20,11,4.746647372974078,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
4,True,"{'a': 0.3, 'e': -0.20000000000000034}",25,0,16.921737083703338,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
5,True,"{'a': 0.3, 'e': -0.25000000000000033}",20,0,-25.167029817159992,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
6,True,"{'a': 0.3, 'e': -0.3000000000000003}",25,0,35.66050962496475,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0.3, 'e': -0.3500000000000003}",20,12,12.849920508995465,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.3, 'e': -0.4000000000000003}",25,8,16.631572903785194,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
9,True,"{'a': 0.3, 'e': -0.4500000000000003}",30,0,-98.13747923051069,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 3}",0
10,True,"{'a': 0.3, 'e': -0.5000000000000003}",30,0,29.75519569179685,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
11,True,"{'a': 0.3, 'e': -0.5500000000000004}",20,6,24.66250321492242,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.3, 'e': -0.6000000000000004}",20,0,16.958171532364588,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
13,True,"{'a': 0.3, 'e': -0.6500000000000005}",25,11,20.78509793879888,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.3, 'e': -0.7000000000000005}",20,0,-54.38248609083479,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
15,True,"{'a': 0.3, 'e': -0.7500000000000006}",20,0,19.63296277889321,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
16,True,"{'a': 0.3, 'e': -0.8000000000000006}",25,0,37.60855643740319,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
17,True,"{'a': 0.3, 'e': -0.8500000000000006}",25,0,-0.4323781561633062,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
18,True,"{'a': 0.3, 'e': -0.9000000000000007}",25,0,-53.55569661252572,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
19,True,"{'a': 0.3, 'e': -0.9500000000000007}",20,0,-11.912361003538367,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
20,True,"{'a': 0.3, 'e': -1.0000000000000007}",20,15,8.893937554261674,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0.3, 'e': -1.0500000000000007}",20,0,21.288039382518313,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
22,True,"{'a': 0.3, 'e': -1.1000000000000008}",25,0,25.753258721072633,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
23,True,"{'a': 0.3, 'e': -1.1500000000000008}",30,0,-27.56214561069508,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
